,Name,Id,height,weight,PG,SG,SF,PF,CE,salary,shoots,debut,birth,experience
17,Bobby Portis,portibo01,208,113,-1,-1,-1,1,2,3623000.0,Right,"November 3, 2015","February 10, 1995",7 years
18,Jeff Teague,teaguje01,190,88,1,-1,-1,-1,-1,1620564.0,Right,"October 28, 2009","June 10, 1988",12 years
19,Axel Toupane,toupaax01,201,89,-1,-1,1,-1,-1,,Right,"March 4, 2016","July 23, 1992",3 years
20,P.J. Tucker,tuckepj01,196,111,-1,3,1,2,-1,7969537.0,Right,"November 1, 2006","May 5, 1985",11 years
21,D.J. Wilson,wilsodj01,208,104,-1,-1,-1,1,-1,4548280.0,Right,"October 20, 2017","February 19, 1996",5 years
22,LaMarcus Aldridge,aldrila01,211,113,-1,-1,-1,1,2,16750000.0,Right,"November 12, 2006","July 19, 1985",16 years
23,Jarrett Allen,allenja01,211,110,-1,-1,-1,-1,1,3909902.0,Right,"October 20, 2017","April 21, 1998",5 years
24,Bruce Brown,brownbr01,193,91,1,3,2,-1,-1,1663861.0,Right,"October 17, 2018","August 15, 1996",4 years
25,Chris Chiozza,chiozch01,180,79,1,-1,-1,-1,-1,,Right,"March 24, 2019","November 21, 1995",4 years
26,Nic Claxton,claxtni01,211,97,-1,-1,-1,-1,1,1517981.0,Left,"November 8, 2019","April 17, 1999",3 years
27,Tyler Cook,cookty01,203,115,-1,-1,2,1,-1,594121.0,Right,"October 26, 2019","September 23, 1997",3 years
28,Spencer Dinwiddie,dinwisp01,196,97,1,2,-1,-1,-1,11454048.0,Right,"October 29, 2014","April 6, 1993",8 years
29,Kevin Durant,duranke01,208,108,-1,3,1,2,-1,39058950.0,Right,"October 31, 2007","September 29, 1988",14 years
30,Jeff Green,greenje02,203,106,-1,-1,2,1,3,2564753.0,Right,"October 31, 2007","August 28, 1986",14 years
31,Blake Griffin,griffbl01,206,113,-1,-1,-1,1,2,32670565.0,Right,"October 27, 2010","March 16, 1989",12 years
32,James Harden,hardeja01,196,99,2,1,-1,-1,-1,41254920.0,Left,"October 28, 2009","August 26, 1989",13 years
33,Joe Harris,harrijo01,198,99,-1,1,2,-1,-1,16071429.0,Right,"October 31, 2014","September 6, 1991",8 years
34,Kyrie Irving,irvinky01,188,88,1,-1,-1,-1,-1,33460350.0,Right,"December 26, 2011","March 23, 1992",11 years
35,Mike James,jamesmi02,185,85,1,-1,-1,-1,-1,237648.0,Right,"October 18, 2017","August 18, 1990",2 years
36,Alize Johnson,johnsal02,201,96,-1,-1,-1,1,-1,,Right,"October 19, 2018","April 22, 1996",4 years
37,Tyler Johnson,johnsty01,190,84,1,2,-1,-1,-1,1620564.0,Left,"January 14, 2015","May 7, 1992",8 years
38,DeAndre Jordan,jordade01,211,120,-1,-1,-1,-1,1,10375678.0,Left,"November 1, 2008","July 21, 1988",14 years
39,Caris LeVert,leverca01,198,92,-1,1,2,-1,-1,16203704.0,Right,"December 7, 2016","August 25, 1994",6 years
40,Timothé Luwawu-Cabarrot,luwawti01,201,99,-1,-1,1,-1,-1,1824003.0,Right,"October 29, 2016","May 9, 1995",6 years
41,Norvel Pelle,pelleno01,208,104,-1,-1,-1,-1,1,698040.0,Right,"November 29, 2019","February 3, 1993",3 years
42,Reggie Perry,perryre01,203,113,-1,-1,-1,1,-1,,Right,"December 22, 2020","March 21, 2000",2 years
43,Taurean Prince,princta02,201,98,-1,-1,2,1,-1,12250000.0,Right,"October 27, 2016","March 22, 1994",6 years
44,Andre Roberson,roberan03,201,95,-1,1,2,-1,-1,274816.0,Right,"November 1, 2013","December 4, 1991",7 years
45,Landry Shamet,shamela01,193,86,-1,1,-1,-1,-1,2090040.0,Right,"October 16, 2018","March 13, 1997",4 years
46,Iman Shumpert,shumpim01,196,97,3,1,2,-1,-1,558153.0,Right,"December 25, 2011","June 26, 1990",10 years
47,Noah Vonleh,vonleno01,208,116,-1,-1,-1,1,2,263995.0,Right,"November 15, 2014","August 24, 1995",7 years
48,Deni Avdija,avdijde01,206,95,-1,-1,1,-1,-1,4469160.0,Right,"December 23, 2020","January 3, 2001",2 years
49,Bradley Beal,bealbr01,193,93,-1,1,-1,-1,-1,28751774.0,Right,"October 30, 2012","June 28, 1993",10 years
50,Jordan Bell,belljo01,203,97,-1,-1,-1,-1,1,580062.0,Right,"October 17, 2017","January 7, 1995",5 years
51,Dāvis Bertāns,bertada01,208,102,-1,-1,-1,1,-1,15000000.0,Right,"October 25, 2016","November 12, 1992",6 years
52,Isaac Bonga,bongais01,203,81,2,-1,1,-1,-1,1663861.0,Right,"December 7, 2018","November 8, 1999",4 years
53,Troy Brown Jr.,browntr01,198,97,-1,-1,1,-1,-1,3372840.0,Right,"October 24, 2018","July 28, 1999",4 years
54,Thomas Bryant,bryanth01,208,112,-1,-1,-1,-1,1,8333333.0,Right,"December 23, 2017","July 31, 1997",5 years
55,Daniel Gafford,gaffoda01,208,106,-1,-1,-1,2,1,1517981.0,Right,"October 26, 2019","October 1, 1998",3 years
56,Anthony Gill,gillan01,201,104,-1,-1,-1,1,-1,898310.0,Right,"December 29, 2020","October 17, 1992",2 years
57,Rui Hachimura,hachiru01,203,104,-1,-1,-1,1,-1,4692840.0,Right,"October 23, 2019","February 8, 1998",3 years
58,Chandler Hutchison,hutchch01,198,95,-1,-1,1,-1,-1,2443440.0,Right,"October 18, 2018","April 26, 1996",4 years
59,Alex Len,lenal01,213,113,-1,-1,-1,-1,1,2258000.0,Right,"October 30, 2013","June 16, 1993",9 years
60,Robin Lopez,lopezro01,213,127,-1,-1,-1,-1,1,7300000.0,Right,"October 29, 2008","April 1, 1988",14 years
61,Garrison Mathews,mathega01,196,97,-1,1,-1,-1,-1,,Right,"October 23, 2019","October 24, 1996",3 years
62,Raul Neto,netora01,185,81,1,-1,-1,-1,-1,1620564.0,Right,"October 28, 2015","May 19, 1992",7 years
63,Anžejs Pasečņiks,pasecan01,216,103,-1,-1,-1,-1,1,374297.0,Right,"December 18, 2019","December 20, 1995",2 years
64,Jerome Robinson,robinje01,193,86,-1,1,-1,-1,-1,3737520.0,Right,"October 26, 2018","February 22, 1997",3 years
65,Ish Smith,smithis01,183,79,1,-1,-1,-1,-1,6000000.0,Right,"October 26, 2010","July 5, 1988",12 years
66,Moritz Wagner,wagnemo01,211,111,-1,-1,-1,-1,1,2161920.0,Right,"November 17, 2018","April 26, 1997",4 years
67,Russell Westbrook,westbru01,190,90,1,-1,-1,-1,-1,41358814.0,Right,"October 29, 2008","November 12, 1988",14 years
68,Cassius Winston,winstca01,185,83,1,-1,-1,-1,-1,,Right,"January 11, 2021","February 28, 1998",2 years
69,Udoka Azubuike,azubuud01,208,127,-1,-1,-1,-1,1,1977000.0,Right,"December 23, 2020","September 17, 1999",2 years
70,Bojan Bogdanović,bogdabo02,201,102,-1,-1,1,2,-1,17661000.0,Right,"October 29, 2014","April 18, 1989",8 years
71,Jarrell Brantley,brantja01,196,113,-1,-1,-1,1,-1,,Right,"October 25, 2019","June 7, 1996",2 years
72,Jordan Clarkson,clarkjo01,193,87,2,1,-1,-1,-1,11500000.0,Right,"October 28, 2014","June 7, 1992",8 years
73,Mike Conley,conlemi01,185,79,1,-1,-1,-1,-1,34504132.0,Left,"November 7, 2007","October 11, 1987",15 years
74,Derrick Favors,favorde01,206,120,-1,-1,-1,1,2,9258000.0,Right,"October 27, 2010","July 15, 1991",12 years
75,Trent Forrest,forretr01,193,95,1,-1,-1,-1,-1,,Right,"January 5, 2021","June 12, 1998",2 years
76,Rudy Gobert,goberru01,216,117,-1,-1,-1,-1,1,27525281.0,Right,"October 30, 2013","June 26, 1992",9 years
77,Shaquille Harrison,harrish01,201,86,2,1,-1,-1,-1,770433.0,Left,"February 23, 2018","October 6, 1993",5 years
78,Elijah Hughes,hugheel01,196,97,-1,2,1,-1,-1,898310.0,Right,"December 23, 2020","March 10, 1998",2 years
79,Ersan İlyasova,ilyaser01,206,106,-1,-1,-1,1,-1,754783.0,Right,"November 1, 2006","May 15, 1987",13 years
80,Joe Ingles,inglejo01,203,99,-1,-1,1,2,-1,10863637.0,Left,"October 29, 2014","October 2, 1987",8 years
81,Donovan Mitchell,mitchdo01,185,97,2,1,-1,-1,-1,5195501.0,Right,"October 18, 2017","September 7, 1996",5 years
82,Juwan Morgan,morgaju01,201,105,-1,-1,-1,1,-1,1517981.0,Right,"November 27, 2019","April 17, 1997",3 years
83,Georges Niang,niangge01,201,104,-1,-1,-1,1,-1,1783557.0,Right,"October 28, 2016","June 17, 1993",6 years
84,Royce O'Neale,onealro01,193,102,-1,-1,1,-1,-1,8500000.0,Right,"October 21, 2017","June 5, 1993",5 years
85,Miye Oni,onimi01,196,93,-1,1,2,-1,-1,1517981.0,Right,"November 11, 2019","August 4, 1997",3 years
86,Matt Thomas,thomama02,193,86,-1,1,-1,-1,-1,1517981.0,Right,"October 26, 2019","August 4, 1994",3 years
87,Carmelo Anthony,anthoca01,201,107,-1,-1,1,2,-1,1620564.0,Right,"October 29, 2003","May 29, 1984",19 years
88,Keljin Blevins,blevike01,193,90,-1,-1,1,-1,-1,,Right,"December 23, 2020","November 24, 1995",2 years
89,Robert Covington,covinro01,201,94,-1,-1,1,2,3,12138345.0,Right,"January 18, 2014","December 14, 1990",9 years
90,CJ Elleby,ellebcj01,198,90,-1,-1,1,-1,-1,898310.0,Left,"December 23, 2020","June 16, 2000",2 years
91,Enes Freedom,kanteen01,208,113,-1,-1,-1,-1,1,5005350.0,Right,"December 27, 2011","May 20, 1992",11 years
92,Harry Giles,gilesha01,211,108,-1,-1,-1,2,1,1620564.0,Right,"October 17, 2018","April 22, 1998",3 years
93,Rondae Hollis-Jefferson,holliro01,198,98,-1,-1,1,2,-1,432891.0,Left,"October 28, 2015","January 3, 1995",6 years
94,Rodney Hood,hoodro01,203,94,-1,1,2,3,-1,10047450.0,Left,"October 29, 2014","October 20, 1992",8 years
95,Derrick Jones Jr.,jonesde02,196,95,-1,-1,1,2,-1,9258000.0,Left,"November 19, 2016","February 15, 1997",6 years
96,T.J. Leaf,leaftj01,208,100,-1,-1,-1,1,-1,4326825.0,Right,"October 18, 2017","April 30, 1997",4 years
97,Damian Lillard,lillada01,188,88,1,-1,-1,-1,-1,31626953.0,Right,"October 31, 2012","July 15, 1990",10 years
98,Nassir Little,littlna01,196,99,-1,-1,2,1,-1,2210640.0,Right,"October 25, 2019","February 11, 2000",3 years
99,CJ McCollum,mccolcj01,190,86,-1,1,-1,-1,-1,29354152.0,Right,"January 8, 2014","September 19, 1991",9 years
100,Jusuf Nurkić,nurkiju01,211,131,-1,-1,-1,-1,1,12888889.0,Right,"October 29, 2014","August 23, 1994",8 years
101,Norman Powell,powelno01,190,97,-1,1,2,-1,-1,10865952.0,Right,"November 1, 2015","May 25, 1993",7 years
102,Anfernee Simons,simonan01,190,82,-1,1,-1,-1,-1,2252040.0,Right,"October 30, 2018","June 8, 1999",4 years
103,Gary Trent Jr.,trentga02,196,94,-1,1,2,-1,-1,1663861.0,Right,"November 4, 2018","January 18, 1999",4 years
104,Goga Bitadze,bitadgo01,211,113,-1,-1,-1,-1,1,2957520.0,Right,"October 26, 2019","July 20, 1999",3 years
105,Brian Bowen,bowenbr02,198,86,-1,-1,1,-1,-1,,Right,"November 12, 2019","October 2, 1998",2 years
106,Amida Brimah,brimaam01,208,104,-1,-1,-1,-1,1,,Right,"April 25, 2021","February 11, 1994",1 year
107,Oshae Brissett,brissos01,201,95,-1,-1,1,-1,-1,955493.0,Right,"November 18, 2019","June 20, 1998",3 years
108,Malcolm Brogdon,brogdma01,196,103,1,2,-1,-1,-1,20700000.0,Right,"October 26, 2016","December 11, 1992",6 years
109,Aaron Holiday,holidaa01,183,83,1,-1,-1,-1,-1,2345640.0,Right,"October 17, 2018","September 30, 1996",4 years
110,Justin Holiday,holidju01,198,81,-1,1,2,-1,-1,5720400.0,Right,"April 3, 2013","April 5, 1989",9 years
111,Jeremy Lamb,lambje01,196,81,-1,1,2,-1,-1,10500000.0,Right,"November 2, 2012","May 30, 1992",10 years
112,Jalen Lecque,lecquja01,193,83,1,2,-1,-1,-1,1517981.0,Right,"January 16, 2020","June 13, 2000",2 years
113,Kelan Martin,martike03,196,104,-1,-1,1,-1,-1,801900.0,Right,"October 25, 2019","August 3, 1995",3 years
114,T.J. McConnell,mccontj01,185,86,1,-1,-1,-1,-1,3500000.0,Right,"October 28, 2015","March 25, 1992",7 years
115,Doug McDermott,mcderdo01,201,102,-1,-1,1,2,-1,7333333.0,Right,"October 29, 2014","January 3, 1992",8 years
116,Victor Oladipo,oladivi01,193,96,2,1,-1,-1,-1,21000000.0,Right,"October 29, 2013","May 4, 1992",9 years
117,Domantas Sabonis,sabondo01,211,108,-1,-1,-1,1,2,19800000.0,Left,"October 26, 2016","May 3, 1996",6 years
118,JaKarr Sampson,sampsja02,201,97,-1,-1,1,2,-1,1620564.0,Right,"October 29, 2014","March 20, 1993",6 years
119,Cassius Stanley,stanlca01,196,86,-1,1,-1,-1,-1,,Right,"December 26, 2020","August 18, 1999",2 years
120,Edmond Sumner,sumneed01,193,88,2,1,-1,-1,-1,2160000.0,Right,"April 10, 2018","December 31, 1995",4 years
121,Myles Turner,turnemy01,211,113,-1,-1,-1,-1,1,17500000.0,Right,"October 29, 2015","March 24, 1996",7 years
122,T.J. Warren,warretj01,203,99,-1,-1,1,-1,-1,12000000.0,Right,"November 9, 2014","September 5, 1993",7 years
123,Ty-Shon Alexander,alexaty01,190,88,-1,1,-1,-1,-1,,Right,"December 27, 2020","July 16, 1998",1 year
124,Deandre Ayton,aytonde01,211,113,-1,-1,-1,-1,1,10018200.0,Right,"October 17, 2018","July 23, 1998",4 years
125,Devin Booker,bookede01,196,93,-1,1,-1,-1,-1,29467800.0,Right,"October 28, 2015","October 30, 1996",7 years
126,Mikal Bridges,bridgmi01,198,94,-1,-1,1,-1,-1,4359000.0,Right,"October 17, 2018","August 30, 1996",4 years
127,Jevon Carter,carteje01,185,90,1,-1,-1,-1,-1,3925000.0,Right,"December 15, 2018","September 14, 1995",4 years
128,Jae Crowder,crowdja01,198,106,-1,-1,1,2,-1,9258000.0,Right,"October 30, 2012","July 6, 1990",10 years
129,Langston Galloway,gallola01,185,90,2,1,-1,-1,-1,1620564.0,Right,"January 7, 2015","December 9, 1991",8 years
130,Cameron Johnson,johnsca02,203,95,-1,-1,-1,1,-1,4235160.0,Right,"October 26, 2019","March 3, 1996",3 years
131,Damian Jones,jonesda03,211,111,-1,-1,-1,-1,1,785285.0,Right,"December 10, 2016","June 30, 1995",6 years
132,Frank Kaminsky,kaminfr01,213,108,-1,-1,-1,2,1,1620564.0,Right,"October 28, 2015","April 4, 1993",7 years
133,E'Twaun Moore,mooreet01,190,86,2,1,-1,-1,-1,1620564.0,Right,"December 25, 2011","February 25, 1989",10 years
134,Abdel Nader,naderab01,196,102,-1,-1,1,-1,-1,1752950.0,Right,"October 18, 2017","September 25, 1993",5 years
135,Chris Paul,paulch01,183,79,1,-1,-1,-1,-1,41358814.0,Right,"November 1, 2005","May 6, 1985",17 years
136,Cameron Payne,payneca01,185,83,1,2,-1,-1,-1,1977011.0,Left,"November 1, 2015","August 8, 1994",7 years
137,Dario Šarić,saricda01,208,102,-1,-1,-1,1,2,9250000.0,Right,"October 26, 2016","April 8, 1994",5 years
138,Jalen Smith,smithja04,208,97,-1,-1,-1,1,-1,4245720.0,Right,"December 23, 2020","March 16, 2000",2 years
139,Will Barton,bartowi01,198,82,-1,1,2,-1,-1,13723214.0,Right,"November 2, 2012","January 6, 1991",10 years
140,Bol Bol,bolbo01,218,99,-1,-1,-1,1,-1,2058240.0,Right,"August 1, 2020","November 16, 1999",3 years
141,Facundo Campazzo,campafa01,178,88,1,-1,-1,-1,-1,3100000.0,Right,"December 23, 2020","March 23, 1991",2 years
142,Vlatko Čančar,cancavl01,203,107,-1,-1,-1,1,-1,1517981.0,Right,"October 31, 2019","April 10, 1997",3 years
143,Gary Clark,clarkga01,198,102,-1,-1,2,1,-1,2000000.0,Right,"October 17, 2018","November 16, 1994",4 years
144,PJ Dozier,doziepj01,198,92,2,1,-1,-1,-1,1762796.0,Right,"February 8, 2018","October 25, 1996",5 years
145,Aaron Gordon,gordoaa01,203,106,-1,-1,2,1,-1,18136364.0,Right,"October 28, 2014","September 16, 1995",8 years
146,JaMychal Green,greenja01,203,102,-1,-1,-1,1,-1,7199760.0,Right,"January 18, 2015","June 21, 1990",8 years
147,R.J. Hampton,hamptrj01,193,79,2,1,-1,-1,-1,2193480.0,Right,"December 28, 2020","February 7, 2001",2 years
148,Gary Harris,harriga01,193,95,-1,1,-1,-1,-1,19160714.0,Right,"November 14, 2014","September 14, 1994",8 years
149,Isaiah Hartenstein,harteis01,213,113,-1,-1,-1,2,1,1620564.0,Left,"October 17, 2018","May 5, 1998",4 years
150,Markus Howard,howarma02,178,79,-1,1,-1,-1,-1,,Right,"December 25, 2020","March 3, 1999",2 years
151,Nikola Jokić,jokicni01,211,128,-1,-1,-1,-1,1,29542010.0,Right,"October 28, 2015","February 19, 1995",7 years
152,JaVale McGee,mcgeeja01,213,122,-1,-1,-1,-1,1,4200000.0,Right,"October 29, 2008","January 19, 1988",14 years
153,Paul Millsap,millspa01,201,116,-1,-1,-1,1,2,10000000.0,Right,"November 1, 2006","February 10, 1985",16 years
154,Monte Morris,morrimo01,188,83,1,-1,-1,-1,-1,1723707.0,Right,"December 12, 2017","June 27, 1995",5 years
155,Jamal Murray,murraja01,190,97,1,2,-1,-1,-1,27285000.0,Right,"October 26, 2016","February 23, 1997",5 years
156,Zeke Nnaji,nnajize01,206,108,-1,-1,-1,1,-1,2379840.0,Right,"December 28, 2020","January 9, 2001",2 years
157,Michael Porter Jr.,portemi01,208,98,-1,-1,1,-1,-1,3550800.0,Right,"October 31, 2019","June 29, 1998",3 years
158,Austin Rivers,riverau01,193,90,2,1,-1,-1,-1,3500000.0,Right,"October 31, 2012","August 1, 1992",10 years
159,Greg Whittington,whittgr01,203,95,-1,-1,-1,1,-1,,Right,"February 27, 2021","February 7, 1993",1 year
160,Steven Adams,adamsst01,211,120,-1,-1,-1,-1,1,29592695.0,Right,"October 30, 2013","July 20, 1993",9 years
161,Nickeil Alexander-Walker,alexani01,198,92,-1,1,-1,-1,-1,3113160.0,Right,"October 22, 2019","September 2, 1998",3 years
162,Lonzo Ball,balllo01,198,86,1,-1,-1,-1,-1,11003782.0,Right,"October 19, 2017","October 27, 1997",5 years
163,Eric Bledsoe,bledser01,185,97,1,2,-1,-1,-1,16875000.0,Right,"October 27, 2010","December 9, 1989",12 years
164,Wenyen Gabriel,gabriwe01,206,92,-1,-1,-1,1,-1,1620564.0,Right,"October 23, 2019","March 26, 1997",3 years
165,Josh Hart,hartjo01,196,97,-1,1,2,-1,-1,3491159.0,Right,"October 20, 2017","March 6, 1995",5 years
166,Jaxson Hayes,hayesja02,211,99,-1,-1,-1,-1,1,5105160.0,Right,"October 28, 2019","May 23, 2000",3 years
167,Willy Hernangómez,hernawi01,211,113,-1,-1,-1,-1,1,1620564.0,Right,"October 25, 2016","May 27, 1994",6 years
168,Brandon Ingram,ingrabr01,203,86,-1,-1,1,2,-1,27285000.0,Right,"October 26, 2016","September 2, 1997",6 years
169,Wes Iwundu,iwundwe01,198,88,-1,-1,1,-1,-1,1678854.0,Right,"October 21, 2017","December 20, 1994",5 years
170,James Johnson,johnsja01,201,108,-1,-1,2,1,3,16047100.0,Right,"October 30, 2009","February 20, 1987",13 years
171,Kira Lewis Jr.,lewiski01,185,77,1,-1,-1,-1,-1,3640200.0,Right,"December 29, 2020","April 6, 2001",2 years
172,Didi Louzada,louzama01,196,85,-1,2,1,-1,-1,123056.0,Right,"May 12, 2021","February 7, 1999",2 years
173,Will Magnay,magnawi01,208,106,-1,-1,-1,-1,1,,Right,"March 23, 2021","June 10, 1998",1 year
174,Naji Marshall,marshna01,201,99,-1,-1,1,-1,-1,,Right,"January 15, 2021","January 24, 1998",2 years
175,Nicolò Melli,mellini01,206,107,-1,-1,-1,1,2,3897436.0,Right,"October 22, 2019","January 26, 1991",2 years
176,James Nunnally,nunnaja01,201,94,-1,-1,1,-1,-1,,Right,"January 16, 2014","July 14, 1990",3 years
177,J.J. Redick,redicjj01,190,90,2,1,-1,-1,-1,13013700.0,Right,"November 25, 2006","June 24, 1984",15 years
178,Isaiah Thomas,thomais02,175,83,1,2,-1,-1,-1,110998.0,Left,"December 26, 2011","February 7, 1989",11 years
179,Sindarius Thornwell,thornsi01,193,97,-1,1,2,-1,-1,943480.0,Right,"October 19, 2017","November 15, 1994",4 years
180,Zion Williamson,willizi01,198,128,-1,-1,-1,1,-1,10245480.0,Left,"January 22, 2020","July 6, 2000",2 years
181,Nicolas Batum,batumni01,203,104,-1,2,1,3,-1,8856969.0,Right,"October 28, 2008","December 14, 1988",14 years
182,Patrick Beverley,beverpa01,185,81,1,2,-1,-1,-1,13333333.0,Right,"January 15, 2013","July 12, 1988",10 years
183,Amir Coffey,coffeam01,201,95,-1,1,-1,-1,-1,,Left,"December 31, 2019","June 17, 1997",3 years
184,DeMarcus Cousins,couside01,208,122,-1,-1,-1,-1,1,1620564.0,Right,"October 27, 2010","August 13, 1990",11 years
185,Yogi Ferrell,ferreyo01,183,80,1,2,-1,-1,-1,325167.0,Right,"November 9, 2016","May 9, 1993",5 years
186,Malik Fitts,fittsma01,203,104,-1,-1,-1,1,-1,61528.0,Right,"April 9, 2021","July 4, 1997",2 years
187,Paul George,georgpa01,203,99,-1,2,1,3,-1,35450412.0,Right,"October 27, 2010","May 2, 1990",12 years
188,Serge Ibaka,ibakase01,208,106,-1,-1,-1,1,2,9258000.0,Right,"October 30, 2009","September 18, 1989",13 years
189,Reggie Jackson,jacksre01,188,94,1,2,-1,-1,-1,1620564.0,Right,"December 31, 2011","April 16, 1990",11 years
190,Mfiondu Kabengele,kabenmf01,206,113,-1,-1,-1,1,2,2075880.0,Right,"October 24, 2019","August 14, 1997",2 years
191,Luke Kennard,kennalu01,196,93,-1,1,-1,-1,-1,5273826.0,Left,"October 20, 2017","June 24, 1996",5 years
192,Kawhi Leonard,leonaka01,201,102,-1,-1,1,-1,-1,34379100.0,Right,"December 26, 2011","June 29, 1991",10 years
193,Terance Mann,mannte01,196,97,-1,2,1,-1,-1,1517984.0,Right,"October 24, 2019","October 18, 1996",3 years
194,Marcus Morris,morrima03,203,98,-1,-1,2,1,-1,14883721.0,Right,"December 26, 2011","September 2, 1989",11 years
195,Daniel Oturu,oturuda01,203,108,-1,-1,-1,-1,1,898310.0,Right,"December 25, 2020","September 20, 1999",2 years
196,Patrick Patterson,pattepa01,203,106,-1,-1,-1,1,-1,3077704.0,Right,"December 15, 2010","March 14, 1989",11 years
197,Rajon Rondo,rondora01,185,81,1,-1,-1,-1,-1,8250000.0,Right,"November 1, 2006","February 22, 1986",16 years
198,Jay Scrubb,scrubja01,196,99,-1,1,-1,-1,-1,,Left,"May 11, 2021","September 1, 2000",2 years
199,Lou Williams,willilo02,185,79,1,2,-1,-1,-1,8000000.0,Right,"November 2, 2005","October 27, 1986",17 years
200,Ivica Zubac,zubaciv01,213,108,-1,-1,-1,-1,1,7000000.0,Right,"November 2, 2016","March 18, 1997",6 years
201,Marvin Bagley III,baglema01,211,106,-1,-1,-1,1,2,8963640.0,Left,"October 17, 2018","March 14, 1999",4 years
202,Harrison Barnes,barneha02,203,102,-1,-1,2,1,-1,22215909.0,Right,"October 31, 2012","May 30, 1992",10 years
203,Nemanja Bjelica,bjeline01,208,106,-1,-1,-1,1,2,7150000.0,Right,"October 28, 2015","May 9, 1988",7 years
204,Terence Davis,daviste02,193,91,-1,1,-1,-1,-1,1517981.0,Right,"October 22, 2019","May 16, 1997",3 years
205,De'Aaron Fox,foxde01,190,83,1,-1,-1,-1,-1,8099627.0,Left,"October 18, 2017","December 20, 1997",5 years
206,Kyle Guy,guyky01,185,75,2,1,-1,-1,-1,,Right,"January 10, 2020","August 11, 1997",3 years
207,Tyrese Haliburton,halibty01,196,83,1,2,-1,-1,-1,3831840.0,Right,"December 23, 2020","February 29, 2000",2 years
208,Maurice Harkless,harklma01,201,99,-1,-1,1,2,-1,3623000.0,Right,"November 7, 2012","May 11, 1993",10 years
209,Buddy Hield,hieldbu01,193,99,-1,1,-1,-1,-1,24701834.0,Right,"October 26, 2016","December 17, 1992",6 years
210,Richaun Holmes,holmeri01,208,106,-1,-1,-1,2,1,5005350.0,Right,"October 28, 2015","October 15, 1993",7 years
211,Justin James,jamesju01,201,86,-1,-1,1,-1,-1,1517981.0,Right,"October 25, 2019","January 24, 1997",2 years
212,DaQuan Jeffries,jeffrda01,196,104,-1,1,-1,-1,-1,1445697.0,Right,"November 15, 2019","August 30, 1997",3 years
213,Cory Joseph,josepco01,190,90,1,2,-1,-1,-1,12600000.0,Right,"December 26, 2011","August 20, 1991",11 years
214,Louis King,kinglo02,201,92,-1,-1,1,-1,-1,,Right,"December 26, 2019","April 6, 1999",3 years
215,Chimezie Metu,metuch01,206,102,-1,-1,-1,2,1,,Right,"October 20, 2018","March 22, 1997",4 years
216,Jabari Parker,parkeja01,203,111,-1,-1,-1,1,-1,6500000.0,Right,"October 29, 2014","March 15, 1995",8 years
217,Jahmi'us Ramsey,ramseja01,190,86,-1,1,-1,-1,-1,1000000.0,Right,"December 27, 2020","June 9, 2001",2 years
218,Glenn Robinson III,robingl02,198,100,-1,2,1,-1,-1,930930.0,Right,"November 14, 2014","January 8, 1994",7 years
