game_id,elo1_pre,elo2_pre,elo1_post,elo_2post,neutral,elo_prob1,elo_prob2
202210180BOS,1657.75,1582.0,,,0,0.7333523826623493,0.26664761733765074
202210180GSW,1660.0,1441.75,,,0,0.8619991291335324,0.1380008708664676
202210190DET,1393.0,1366.0,,,0,0.6750402010402986,0.32495979895970134
202210190IND,1399.0,1439.5,,,0,0.5847999893161568,0.4152000106838432
202210190ATL,1535.5,1351.0,,,0,0.8372235929039804,0.1627764070960196
202210190BRK,1528.0,1534.75,,,0,0.631065409356162,0.368934590643838
202210190MEM,1604.5,1520.5,,,0,0.74253555894307,0.25746444105693
202210190MIA,1618.0,1447.0,,,0,0.8263535539440316,0.1736464460559683
202210190TOR,1553.5,1488.25,,,0,0.721367592382348,0.27863240761765184
202210190MIN,1542.25,1366.0,,,0,0.8306474513546397,0.16935254864536034
202210190SAS,1489.75,1527.25,,,0,0.5889869159604855,0.4110130840395146
202210190UTA,1551.25,1525.0,,,0,0.6740924290170035,0.32590757098299644
202210190PHO,1588.0,1600.0,,,0,0.6240017586176673,0.37599824138233273
202210190SAC,1413.25,1315.75,,,0,0.7571102762652921,0.24288972373470785
202210200PHI,,1584.25,,,0,,
202210200LAL,,1519.0,,,0,,
202210210CHO,,,,,0,,
202210210IND,,,,,0,,
202210210WAS,,,,,0,,
202210210ATL,,,,,0,,
202210210BRK,,,,,0,,
202210210MIA,,,,,0,,
202210210NYK,,,,,0,,
202210210HOU,,,,,0,,
202210210MIN,,,,,0,,
202210210GSW,,,,,0,,
202210210POR,,,,,0,,
202210220PHI,,,,,0,,
202210220IND,,,,,0,,
202210220ORL,,,,,0,,
202210220CHI,,,,,0,,
202210220MIA,,,,,0,,
202210220MIL,,,,,0,,
202210220DAL,,,,,0,,
202210220DEN,,,,,0,,
202210220SAC,,,,,0,,
202210230LAL,,,,,0,,
202210230ATL,,,,,0,,
202210230CLE,,,,,0,,
202210230NOP,,,,,0,,
202210230OKC,,,,,0,,
202210230GSW,,,,,0,,
202210230LAC,,,,,0,,
202210240PHI,,,,,0,,
202210240MIA,,,,,0,,
202210240NYK,,,,,0,,
202210240CHI,,,,,0,,
202210240HOU,,,,,0,,
202210240MEM,,,,,0,,
202210240MIN,,,,,0,,
202210240POR,,,,,0,,
202210250WAS,,,,,0,,
202210250NOP,,,,,0,,
202210250OKC,,,,,0,,
202210250PHO,,,,,0,,
202210260CLE,,,,,0,,
202210260DET,,,,,0,,
202210260MIL,,,,,0,,
202210260NYK,,,,,0,,
202210260TOR,,,,,0,,
202210260CHI,,,,,0,,
202210260MIN,,,,,0,,
202210260UTA,,,,,0,,
202210260DEN,,,,,0,,
202210260POR,,,,,0,,
202210270BRK,,,,,0,,
202210270OKC,,,,,0,,
202210270GSW,,,,,0,,
202210270SAC,,,,,0,,
202210280DET,,,,,0,,
202210280ORL,,,,,0,,
202210280BOS,,,,,0,,
202210280TOR,,,,,0,,
202210280WAS,,,,,0,,
202210280MIL,,,,,0,,
202210280MIN,,,,,0,,
202210280SAS,,,,,0,,
202210280DEN,,,,,0,,
202210280PHO,,,,,0,,
202210280POR,,,,,0,,
202210290SAC,,,,,0,,
202210290CHO,,,,,0,,
202210290BRK,,,,,0,,
202210290CHI,,,,,0,,
202210290MIL,,,,,0,,
202210290DAL,,,,,0,,
202210290UTA,,,,,0,,
202210300LAC,,,,,0,,
202210300BOS,,,,,0,,
202210300CLE,,,,,0,,
202210300DET,,,,,0,,
202210300SAS,,,,,0,,
202210300DAL,,,,,0,,
202210300PHO,,,,,0,,
202210300LAL,,,,,0,,
202210310CHO,,,,,0,,
202210310WAS,,,,,0,,
202210310BRK,,,,,0,,
202210310TOR,,,,,0,,
202210310MIL,,,,,0,,
202210310UTA,,,,,0,,
202210310LAC,,,,,0,,
202211010BRK,,,,,0,,
202211010MIA,,,,,0,,
202211010OKC,,,,,0,,
202211010PHO,,,,,0,,
202211020CLE,,,,,0,,
202211020PHI,,,,,0,,
202211020CHI,,,,,0,,
202211020MIA,,,,,0,,
202211020NYK,,,,,0,,
202211020HOU,,,,,0,,
202211020MIL,,,,,0,,
202211020SAS,,,,,0,,
202211020DAL,,,,,0,,
202211020POR,,,,,0,,
202211020LAL,,,,,0,,
202211030ORL,,,,,0,,
202211030OKC,,,,,0,,
202211040DET,,,,,0,,
202211040IND,,,,,0,,
202211040PHI,,,,,0,,
202211040WAS,,,,,0,,
202211040BOS,,,,,0,,
202211040MEM,,,,,0,,
202211040SAS,,,,,0,,
202211040DAL,,,,,0,,
202211040NOP,,,,,0,,
202211040MIN,,,,,0,,
202211040PHO,,,,,0,,
202211040LAL,,,,,0,,
202211050ORL,,,,,0,,
202211050CHO,,,,,0,,
202211050ATL,,,,,0,,
202211050NYK,,,,,0,,
202211050MIL,,,,,0,,
202211050MIN,,,,,0,,
202211050DEN,,,,,0,,
202211050PHO,,,,,0,,
202211060LAL,,,,,0,,
202211060MEM,,,,,0,,
202211060TOR,,,,,0,,
202211060LAC,,,,,0,,
202211070CHO,,,,,0,,
202211070ORL,,,,,0,,
202211070DET,,,,,0,,
202211070IND,,,,,0,,
202211070PHI,,,,,0,,
202211070ATL,,,,,0,,
202211070MIA,,,,,0,,
202211070CHI,,,,,0,,
202211070MEM,,,,,0,,
202211070MIN,,,,,0,,
202211070SAS,,,,,0,,
202211070DAL,,,,,0,,
202211070GSW,,,,,0,,
202211070UTA,,,,,0,,
202211070LAC,,,,,0,,
202211090CHO,,,,,0,,
202211090IND,,,,,0,,
202211090ORL,,,,,0,,
202211090ATL,,,,,0,,
202211090BOS,,,,,0,,
202211090BRK,,,,,0,,
202211090TOR,,,,,0,,
202211090CHI,,,,,0,,
202211090MIN,,,,,0,,
202211090OKC,,,,,0,,
202211090SAS,,,,,0,,
202211090LAC,,,,,0,,
202211090SAC,,,,,0,,
202211100WAS,,,,,0,,
202211100ATL,,,,,0,,
202211100MIA,,,,,0,,
202211100NOP,,,,,0,,
